pl_name,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,disposition
611,14.567025,2456775.164,4.66,2.79,0.24890713,0.02230354,-0.02408779,0.04567,0.51,0.040150000000000005,-0.04,99.0504,0.5153,-0.5102,10.0674,0.0518704,-0.0518704,CONFIRMED
612,1.35823,2456982.374,12.312,1.44,0.128,0.038,-0.038,0.01376,0.95,0.28,-0.28,482.442,8.277,-8.007,2.04449,0.0347085,-0.0347085,FALSE POSITIVE
613,2.849282,2459470.846,1.907,4.75272,0.42401001,0.04011516,-0.04011516,0.0301,0.74,0.07,-0.07,159.522,0.73,-0.725,6.23997,0.0283716,-0.0283716,CONFIRMED
614,2.58819,2457219.558,2.22,1.587,0.1416,0.0087,-0.0212,0.0165,0.882,0.01,-0.036,242.113,1.94,-1.91,4.10173,0.0325947,-0.0325947,CONFIRMED
615,21.058,2457611.133,4.728,4.4,0.393,0.022,-0.024,0.03207,1.281,0.051,-0.058,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382,CONFIRMED
616,6.56918,2457588.285,3.3,12.25,1.0928718,0.01516638,-0.01516638,0.113,0.99,0.01,-0.01,347.917,8.287,-7.917,2.84731,0.0663889,-0.0663889,CONFIRMED
617,3.114878,2457144.533,2.3592,12.5,1.12,0.04,-0.04,0.1493,0.77,0.040150000000000005,-0.04,442.813,6.909,-6.702,2.22979,0.0344416,-0.0344416,CONFIRMED
618,14.45107,2457144.861,3.624,2.96,0.264,0.013,-0.03,0.0339,0.802,0.02,-0.058,423.065,5.393,-5.393,2.33505,0.0299025,-0.0299025,CONFIRMED
619,20.272602,2457157.158,3.7008,11.5,1.03,0.07,-0.05,0.1221,0.86,0.040150000000000005,-0.04,413.591,4.312,-4.225,2.38911,0.0247653,-0.0247653,CONFIRMED
620,42.3633,2456915.625,6.47,7.82,0.69765367,0.0642341,-0.0642341,0.0594,1.21,0.11,-0.11,170.562,1.36,-1.338,5.83465,0.0460219,-0.0460219,CONFIRMED
621,9.20754,2457148.2125,1.048,1.045,0.09322882,0.00115978,-0.00107057,0.0804,0.1192,0.0013,-0.0013,211.43,2.093,-2.063,4.77093,0.0476123,-0.0476123,CONFIRMED
622,7.06599,2456982.783,1.62,2.32,0.20697654,0.03211705,-0.03211705,0.0428,0.491,0.065,-0.065,180.697,1.583,-1.556,5.50581,0.0476985,-0.0476985,CONFIRMED
623,3.4715644,2459468.742,2.13,2.65245,0.23663615,0.01724028,-0.01724028,0.0301,0.77,0.05,-0.05,154.961,1.161,-1.144,6.42482,0.0476156,-0.0476156,CONFIRMED
624,17.9654,2456817.953,2.76,1.53,0.13649746,0.01695066,-0.01695066,0.029,0.478,0.043,-0.043,125.106,0.663,-0.657,7.96463,0.0418381,-0.0418381,CONFIRMED
625,5.02629,2456978.765,2.28,1.322,0.1179,0.0086,-0.019,0.021,0.577,0.025,-0.04,206.608,1.273,-1.258,4.81138,0.0294287,-0.0294287,CONFIRMED
626,8.26947,2457394.33,2.232,2.63,0.235,0.021,-0.04,0.0223,1.0807,0.0403,-0.0093,403.964,6.434,-6.24,2.44698,0.0385347,-0.0385347,CONFIRMED
627,28.7342,2457401.979,3.288,8.22,0.733,0.117,-0.05,0.1134,0.664,0.098,-0.02,266.318,3.722,-3.722,3.72681,0.0520753,-0.0520753,CONFIRMED
628,10.79274,2457147.777,4.176,3.45,0.308,0.044,-0.04,0.0321,0.984,0.026,-0.015,329.041,4.293,-4.185,3.01076,0.038852,-0.038852,CONFIRMED
629,6.6874352,2456814.676,3.1,2.79,0.24890713,0.02230354,-0.02408779,0.03239,0.69,0.040150000000000005,-0.04,396.913,7.94,-7.64,2.49154,0.049059,-0.049059,CONFIRMED
630,4.19097,2457430.039,1.944,1.67462172,0.1494,0.011,-0.0082,0.01757,0.872,0.033,-0.03,256.887,3.221,-3.144,3.86451,0.0478641,-0.0478641,CONFIRMED
631,36.552551,2457152.709,6.25,3.21,0.28637751,0.02230354,-0.01695069,0.0251,1.16,0.06,-0.05,421.408,7.437,-7.189,2.34466,0.0408619,-0.0408619,CONFIRMED
632,26.27057,2457142.192,4.62,2.23,0.19894762,0.01338213,-0.00802928,0.0259,0.78,0.02,-0.02,327.783,3.236,-3.175,3.02214,0.0296087,-0.0296087,CONFIRMED
633,28.38246,2457325.817,4.9872,9.62,0.858,0.043,-0.062,0.0966,0.913,0.04,-0.054,153.856,0.932,-0.921,6.47101,0.0388505,-0.0388505,CONFIRMED
634,2.5370422,2456979.587,2.09,1.64,0.146311,0.02230354,-0.02408779,0.01776,0.76,0.040150000000000005,-0.04,181.746,1.435,-1.413,5.47374,0.042784,-0.042784,CONFIRMED
635,14.759595,2458097.393,4.1088,5.3,0.47,0.02230354,-0.02408779,0.0301,1.186,0.024,-0.024,343.99,5.233,-5.08,2.87877,0.0432432,-0.0432432,CONFIRMED
636,19.07863,2456809.48,3.859,2.54,0.22660362,0.09991971,-0.04193059,0.03526,0.66,0.03,-0.03,334.967,4.1785,-4.1785,2.95691,0.0369571,-0.0369571,CONFIRMED
637,3.7999139,2456774.286,1.76,10.8,0.96351146,0.02230354,-0.02408779,0.1567,0.64,0.040150000000000005,-0.04,143.651,0.583,-0.579,6.93252,0.0279442,-0.0279442,CONFIRMED
638,6.7713411,2459528.162,2.836,5.07965,0.4531768,0.0308301,-0.0308301,0.0301,0.89,0.06,-0.06,249.645,2.489,-2.441,3.97723,0.0392518,-0.0392518,CONFIRMED
639,8.02415,2456896.666,3.78,194.0,17.3,5.8,-5.8,0.3,6.1,1.5,-1.5,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503,FALSE POSITIVE
640,6.7714021,2456812.845,2.87,4.68,0.41752163,0.02230354,-0.02408779,0.04922,0.81,0.040150000000000005,-0.04,249.645,2.489,-2.441,3.97723,0.0392518,-0.0392518,CONFIRMED
641,4.3772986,2456896.513,4.64,16.6,1.48095281,0.02230354,-0.02408779,0.1744,0.78,0.040150000000000005,-0.04,476.35,27.91,-25.025,2.08111,0.113332,-0.113332,FALSE POSITIVE
642,4.52905,2457143.973,2.832,1.85,0.165,0.014,-0.03,0.022,0.773,0.035,-0.025,327.783,3.236,-3.175,3.02214,0.0296087,-0.0296087,CONFIRMED
643,14.0721,2457395.01,5.688,3.36,0.3,0.042,-0.038,0.0241,1.278,0.168,-0.023,381.878,7.649,-7.36,2.59059,0.0510586,-0.0510586,CONFIRMED
644,19.56204579,2459450.837,6.4231417,3.28708684,0.29325475,0.03351139,-0.03351139,0.0301,0.758892,0.060945,-0.060945,99.9293,0.3607,-0.3581,9.9783,0.0357188,-0.0357188,CONFIRMED
645,17.3678,2456816.73,9.168,1.93,0.172,0.035,-0.063,0.0139,1.27,0.22,-0.27,375.67,7.713,-7.414,2.63409,0.0531708,-0.0531708,CONFIRMED
646,18.4474,2456822.674,2.93,5.6,0.49959854,0.40146311,-0.40146311,0.11,0.468,0.074,-0.074,82.9631,0.3747,-0.3714,12.025,0.0537978,-0.0537978,CONFIRMED
647,2.369193,2456981.643,1.94904,1.62,0.145,0.011,-0.011,0.01636,0.91,0.052,-0.052,138.671,0.985,-0.97,7.1829,0.0504574,-0.0504574,CONFIRMED
648,4.19525,2457394.411,1.272,1.05,0.0937,0.021,-0.031,0.0373,0.257,0.049,-0.032,82.6603,0.7023,-0.6908,12.0702,0.101171,-0.101171,CONFIRMED
649,1.096026,2457066.007,0.895,0.615,0.05486663,0.00713712,-0.00713712,0.0176,0.318,0.033,-0.033,86.0386,0.3114,-0.3093,11.594,0.0416119,-0.0416119,CONFIRMED
650,1.974202,2457140.379,1.584,2.43,0.217,0.053,-0.05,0.04,0.5573,0.1253,-0.0046,189.289,3.996,-3.837,5.25733,0.108421,-0.108421,CONFIRMED
651,31.71922,2456903.785,5.99,3.75,0.33455259,0.03568561,-0.03568561,0.04004,0.87,0.05,-0.05,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,CONFIRMED
652,4.7369669,2460277.078,2.58,2.93924,0.26222188,0.01396889,-0.01396889,0.0301,0.79,0.04,-0.04,154.83,1.256,-1.236,6.43038,0.0515848,-0.0515848,CONFIRMED
653,65.55,2457227.79,4.608,2.69,0.23998573,0.01302525,-0.01302525,0.0366,0.673,0.024,-0.024,336.25,4.743,-4.615,2.94582,0.0410643,-0.0410643,CONFIRMED
654,19.4921473,2459575.852,3.568,5.50689,0.49129266,0.02281795,-0.02281795,0.0301,1.36,0.06,-0.06,181.69,1.295,-1.277,5.47529,0.0386732,-0.0386732,CONFIRMED
655,8.75198,2456819.086,3.0,2.29,0.204,0.021,-0.057,0.0331,0.634,0.039,-0.045,257.443,3.239,-3.239,3.85616,0.0484959,-0.0484959,CONFIRMED
656,15.38866066,2459461.181,4.3300643,2.53826377,0.22644912,0.02137444,-0.02137444,0.0301,1.0623,0.049899,-0.049899,101.321,0.632,-0.625,9.84127,0.0607778,-0.0607778,CONFIRMED
657,1.6739029,2460284.309,1.355,3.44449,0.30729734,0.01688976,-0.01688976,0.0301,1.22,0.06,-0.06,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257,CONFIRMED
658,0.969967,2457065.101,0.0,59.0,5.3,2.3,-2.3,0.35,1.54,0.07,-0.07,474.61,11.143,-10.652,2.079,0.0479979,-0.0479979,FALSE POSITIVE
659,3.002627,2456982.06,3.124,9.9,0.88321884,0.08921402,-0.08921402,0.06191,1.47,0.15,-0.15,491.87,11.47,-10.969,2.00523,0.0460023,-0.0460023,CONFIRMED
660,7.8173399,2456983.433,5.47,2.16,0.19270229,0.02230354,-0.02408779,0.01814,1.01,0.040150000000000005,-0.04,561.93,15.381,-14.596,1.75175,0.0470854,-0.0470854,CONFIRMED
661,2.995633,2457144.347,2.3592,13.1,1.17,0.16,-0.14,0.087,1.38,0.040150000000000005,-0.04,348.646,6.323,-6.106,2.84026,0.050725,-0.050725,CONFIRMED
662,24.94598,2457584.505,5.2,2.01,0.17932019,0.0133821,-0.01159782,0.0133,1.39,0.03,-0.03,266.864,3.516,-3.428,3.71914,0.048381,-0.048381,CONFIRMED
663,2.50387,2457740.009,2.6,1.66,0.14809528,0.01873495,-0.01695066,0.01262,1.2,0.13,-0.12,373.078,6.197,-6.002,2.65222,0.043483,-0.043483,CONFIRMED
664,8.406951,2457142.048,5.7192,11.5,1.03,0.25,-0.16,0.022,4.79,0.040150000000000005,-0.04,878.43,49.94,-49.94,1.10927,0.0632117,-0.0632117,CONFIRMED
665,7.44976,2457221.027,3.0024,2.82,0.252,0.02,-0.029,0.0323,0.801,0.035,-0.037,110.567,0.874,-0.86,9.01629,0.0703871,-0.0703871,CONFIRMED
666,31.6372,2456825.703,4.0,1.89,0.16861451,0.02319565,-0.02319565,0.0229,0.76,0.03,-0.03,349.881,5.2745,-5.2745,2.82984,0.0427569,-0.0427569,CONFIRMED
667,10.56098,2456900.475,2.38,2.41,0.2150058,0.02408779,-0.02408779,0.0195,1.12,0.1,-0.1,192.69,2.669,-2.597,5.16248,0.0703693,-0.0703693,CONFIRMED
668,16.77217,2457585.761,12.4008,19.29,1.721,0.105,-0.099,0.0448,3.88053,0.040150000000000005,-0.04,570.606,18.359,-17.268,1.72504,0.0542585,-0.0542585,FALSE POSITIVE
669,15.504102,2456988.466,2.27,2.29,0.20430012,0.02230354,-0.02408779,0.03099,0.6,0.040150000000000005,-0.04,83.6448,0.2665,-0.2649,11.9265,0.0376904,-0.0376904,CONFIRMED
670,19.0912,2457077.61,5.136,2.03,0.181,0.03,-0.047,0.0237,0.785,0.055,-0.065,200.802,1.768,-1.738,4.95159,0.0431543,-0.0431543,CONFIRMED
671,21.06884,2457588.475,3.9,1.75,0.15612454,0.01159782,-0.0089214,0.0174,0.92,0.02,-0.01,212.902,2.422,-2.369,4.66891,0.0524389,-0.0524389,CONFIRMED
672,19.153,2456815.34,7.008,2.4,0.21,0.03,-0.047,0.01764,1.25,0.16,-0.23,449.237,10.663,-10.188,2.19812,0.051249,-0.051249,CONFIRMED
673,17.96832,2456817.947,2.592,1.78,0.159,0.028,-0.026,0.0293,0.556,0.09,-0.063,125.106,0.663,-0.657,7.96463,0.0418381,-0.0418381,CONFIRMED
674,8.20075,2457070.804,2.469,2.47,0.22035864,0.02587207,-0.02587207,0.027,0.83,0.08,-0.08,141.731,0.874,-0.863,7.02703,0.0428976,-0.0428976,CONFIRMED
675,2.86041,2457582.592,2.6,1.96,0.17485949,0.01605852,-0.01427424,0.0129,1.39,0.04,-0.04,540.773,14.321,-13.613,1.82143,0.0473764,-0.0473764,CONFIRMED
676,6.099615,2457660.379,0.9535,0.918,0.08189847,0.00347935,-0.00347935,0.0301,0.117,0.0036,-0.0036,211.43,2.093,-2.063,4.77093,0.0476123,-0.0476123,CONFIRMED
677,0.3652575,2457582.822,1.161,0.935,0.0834,0.0081,-0.0081,0.00996,0.86,0.019,-0.019,298.373,4.59,-4.455,3.32357,0.0504068,-0.0504068,CONFIRMED
678,4.163873,2457219.278,2.75,1.54,0.13738983,0.01338213,-0.00981356,0.0135,1.04,0.06,-0.05,489.368,6.016,-5.875,2.01484,0.024639,-0.024639,CONFIRMED
679,14.09292,2456907.232,2.808,2.58,0.23,0.025,-0.035,0.0298,0.792,0.042,-0.029,179.943,1.603,-1.575,5.52913,0.0486978,-0.0486978,CONFIRMED
680,10.115,2457908.381,1.8384,1.1,0.09813543,0.0089214,-0.0089214,0.0255,0.36,0.01,-0.01,31.0849,0.0831,-0.0826,32.1414,0.0851176,-0.0851176,CONFIRMED
681,13.86383,2457233.739,3.1992,2.5,0.22,0.02,-0.01,0.0333,0.68,0.040150000000000005,-0.04,116.474,0.431,-0.427,8.5568,0.0314033,-0.0314033,CONFIRMED
682,44.56115,2456826.227,4.04,1.7,0.15166384,0.02230354,-0.02408779,0.02497,0.58,0.040150000000000005,-0.04,44.0727,0.10815,-0.10815,22.661,0.0552838,-0.0552838,CONFIRMED
683,29.12555,2457073.721,2.74704,205.0,18.3,6.0,-6.0,0.5,3.9,2.7,-2.7,402.788,5.781,-5.623,2.45421,0.0348778,-0.0348778,FALSE POSITIVE
684,4.56327,2457582.976,2.8,1.57,0.14006602,0.00981354,-0.00624498,0.0146,0.99,0.01,-0.01,198.604,2.567,-2.503,5.00744,0.0637652,-0.0637652,CONFIRMED
685,2.7706297,2456812.793,2.39,3.36,0.29975912,0.02230354,-0.02408779,0.04378,0.67,0.040150000000000005,-0.04,457.125,10.223,-9.793,2.15954,0.0475172,-0.0475172,CONFIRMED
686,16.0343,2457304.292,3.144,2.05,0.183,0.029,-0.043,0.0306,0.616,0.049,-0.038,145.701,1.082,-1.067,6.83508,0.0502397,-0.0502397,CONFIRMED
687,13.7748361,2460236.628,4.454,2.67656,0.2387871,0.01190287,-0.01190287,0.0301,1.47,0.07,-0.07,160.125,1.517,-1.489,6.217,0.0581705,-0.0581705,CONFIRMED
688,5.06963,2457148.2125,4.71,2.49,0.22214292,0.03033277,-0.02141137,0.01353,1.67,0.12,-0.12,513.877,24.123,-22.087,1.92148,0.0866516,-0.0866516,CONFIRMED
689,5.185758,2457143.56,2.1264,7.44,0.664,0.055,-0.04,0.107,0.637,0.049,-0.037,169.398,1.061,-1.048,5.87462,0.0364652,-0.0364652,CONFIRMED
690,3.435453,2457908.996,2.3,3.806,0.33954916,0.02551525,-0.02248197,0.0456,0.765,0.054,-0.05,197.234,2.081,-2.038,5.04191,0.052537,-0.052537,CONFIRMED
691,14.6435,2456985.483,4.008,2.52,0.225,0.03,-0.034,0.0281,0.823,0.1,-0.042,369.888,4.99,-4.86,2.67518,0.0357213,-0.0357213,CONFIRMED
692,7.806164,2457223.495,2.78,2.54,0.22660401,0.02230354,-0.01695069,0.0221,1.05,0.07,-0.06,694.734,15.57,-14.914,1.41109,0.0313294,-0.0313294,CONFIRMED
693,5.7459945,2460261.803,1.185,2.06081,0.18385347,0.00551822,-0.00551822,0.0301,0.32,0.01,-0.01,27.9276,0.0451,-0.045,35.7781,0.0572949,-0.0572949,CONFIRMED
694,8.74809,2457070.337,3.4272,3.83,0.342,0.021,-0.025,0.03745,0.938,0.055,-0.044,214.753,1.838,-1.808,4.62801,0.0392227,-0.0392227,CONFIRMED
695,2.747128,2457064.315,1.6608,1.36,0.121,0.0098,-0.012,0.0293,0.424,0.025,-0.01,125.529,0.516,-0.512,7.9375,0.0323816,-0.0323816,CONFIRMED
696,1.3155918,2457062.021,2.196,38.3,3.42,0.65,-0.7,0.2082,1.69,0.32,-0.34,262.672,16.345,-14.564,3.79482,0.217784,-0.217784,FALSE POSITIVE
697,5.7348462,2456814.601,2.83,2.4,0.21411366,0.02230354,-0.02408779,0.03962,0.62,0.040150000000000005,-0.04,202.943,1.665,-1.639,4.89899,0.0398059,-0.0398059,CONFIRMED
698,3.1443189,2457990.862,0.821,0.95,0.08475332,0.00517441,-0.00517441,0.0444,0.196,0.006,-0.006,56.9686,0.2632,-0.2608,17.5252,0.0801134,-0.0801134,CONFIRMED
699,26.8199,2457584.206,4.1,2.55,0.22749576,0.01605852,-0.0089214,0.0312,0.75,0.01,-0.01,149.464,1.094,-1.078,6.66215,0.0482376,-0.0482376,CONFIRMED
700,5.35117,2457067.97,3.38,1.9,0.16950665,0.0178428,-0.0178428,0.01255,1.23,0.1,-0.1,200.394,2.763,-2.69,4.96259,0.0673735,-0.0673735,CONFIRMED
701,3.38628,2457823.223,3.09,9.916,0.884,0.087,-0.087,0.0742,1.24,0.1,-0.1,1314.53,2.093,-2.063,4.77093,0.0476123,-0.0476123,CONFIRMED
702,6.10224,2457070.443,2.15,1.82,0.16236952,0.02230351,-0.02230351,0.0261,0.631,0.073,-0.073,252.318,2.731,-2.673,3.93486,0.0421198,-0.0421198,CONFIRMED
703,7.47331,2457395.906,3.5568,2.74,0.244,0.012,-0.024,0.02479,1.012,0.032,-0.031,428.785,8.18,-7.885,2.30381,0.0433528,-0.0433528,CONFIRMED
704,1.915311,2457380.702,3.50832,13.1414316,1.1724,0.0098,-0.0098,0.08316,1.58042,0.093327,-0.079251,638.7,12.633,-12.16,1.53764,0.0301429,-0.0301429,CONFIRMED
705,20.65614,2456899.431,5.024,3.48,0.31046481,0.0865376,-0.03746989,0.03636,0.87,0.05,-0.05,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,CONFIRMED
706,17.70632,2457156.421,2.03,2.2,0.19627119,0.01695069,-0.01338213,0.0707,0.28,0.02,-0.01,123.202,1.409,-1.379,8.08949,0.0911418,-0.0911418,CONFIRMED
707,6.20142,2457740.962,1.248,2.04,0.18199692,0.01605855,-0.01605855,0.02993,0.622,0.051,-0.051,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,CONFIRMED
708,7.9194979,2456813.383,3.31,7.46,0.66553662,0.02230354,-0.02408779,0.07517,0.84,0.040150000000000005,-0.04,289.827,5.68,-5.469,3.42298,0.0658381,-0.0658381,CONFIRMED
709,13.683038,2457401.272,3.12,2.3,0.21,0.04,-0.02,0.0213,0.99,0.040150000000000005,-0.04,233.514,2.757,-2.695,4.25418,0.049616,-0.049616,CONFIRMED
710,3.64802,2457738.552,2.19,1.36,0.12133107,0.00802926,-0.00802926,0.0192,0.651,0.065,-0.065,29.661,0.0543,-0.0541,33.6855,0.0611343,-0.0611343,CONFIRMED
711,20.88506,2456905.796,5.4744,5.94,0.53,0.043,-0.04,0.0436,1.249,0.097,-0.081,170.562,1.36,-1.338,5.83465,0.0460219,-0.0460219,CONFIRMED
712,29.8454,2457394.979,4.81,2.85,0.25425997,0.02141137,-0.0133821,0.0314,0.828,0.028,-0.028,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682,CONFIRMED
713,14.869943,2458103.61,2.8632,4.4,0.39,0.02230354,-0.02408779,0.0301,0.923,0.014,-0.014,176.051,1.895,-1.855,5.65212,0.0600342,-0.0600342,CONFIRMED
714,1.7292577,2456811.256,1.7736,11.4,1.02,0.35,-0.11,0.1431,0.729,0.249,-0.076,495.317,10.777,-10.335,1.99067,0.042692,-0.042692,CONFIRMED
715,13.774798,2457151.064,4.57,2.77,0.24712327,0.01248998,-0.00802928,0.0169,1.5,0.03,-0.03,160.125,1.517,-1.489,6.217,0.0581705,-0.0581705,CONFIRMED
716,11.3909311,2457664.307,3.97,10.44677001,0.932,0.031,-0.031,0.1163,0.824,0.024,-0.023,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806,CONFIRMED
717,4.977217422734887,2456897.7713253275,2.4533803177180986,52.828081871240585,4.697562679775769,3.077014206306094,-3.077014206306094,0.25369912227968566,1.8016193061477597,1.0263737987994692,-1.0263737987994692,189.7021594408098,2.995486417994733,-2.8939595689089805,5.358616674203028,0.09170437805685684,-0.09170437805685684,FALSE POSITIVE
718,2.6044865724978408,2456895.13619301,2.8830644809125077,38.85142609926112,3.462168327660713,1.6318792562986772,-1.6326295972617604,0.3514842660399531,0.9480446241871283,0.1269827135670385,-0.12691963320023875,520.6917611449911,43.175405446847265,-36.86635136297919,1.919607526871743,0.13734557679634063,-0.13734557679634063,FALSE POSITIVE
719,17.12443932096776,2456881.9564737785,5.683532546732303,152.9728443293093,13.641421784549735,4.555878590865383,-4.5562627965154405,0.2469099604754695,4.945821894741499,1.1856479651191003,-1.185615665358692,910.8126967004831,56.241968958828195,-56.241968958828195,1.077233263173495,0.06470871583186336,-0.06470871583186336,FALSE POSITIVE
720,36.79143852010439,2456809.920595123,9.179824707540133,27.823927563529416,2.4699522470419986,1.601070050913063,-1.6022108314142445,0.17121654888006116,1.1186705751770454,0.19517052070462193,-0.19507461650107577,804.3913421680927,25.628368505565014,-25.290450097049877,1.2168341868685308,0.038613489984461874,-0.038613489984461874,FALSE POSITIVE
721,20.376763494008788,2456905.579436694,4.557629010844591,41.068838644496594,3.648397264705468,3.371098268542596,-3.5465580677751705,0.2811697319948838,1.3510903826724945,0.22139884416883365,-0.22939201280053984,548.7493662576334,12.262065097522559,-10.523476563662257,4.192199246871251,0.06850384989735792,-0.06850384989735792,FALSE POSITIVE
722,1.2318153450786702,2456805.445957572,6.799506928479313,4.724953887017115,0.4213486855124593,0.01390103799955966,-0.014073840723115889,0.08228799946242715,0.4001274449563521,0.02285465722634261,-0.0228401298851441,300.53649654529755,9.346206152231986,-9.343300683992284,3.4166188614720516,0.10307182611483799,-0.10307182611483799,FALSE POSITIVE
723,4.0343409185955,2456896.593173768,2.408954700571381,65.01301763423953,5.780210688447634,3.7164488983733808,-3.7164488983733808,0.3107817042324735,1.8592507590808627,0.9481596841045435,-0.9481596841045435,183.49140986305238,3.253455778742909,-3.1314834856404126,5.526602754260868,0.10430778677702265,-0.10430778677702265,FALSE POSITIVE
724,0.9775526009674581,2457063.4847398587,0.24054292866264326,57.87543445631727,5.198953214177778,2.2558066841589586,-2.2558066841589586,0.3434307866850611,1.528473007804503,0.07410282773060065,-0.07410282773060065,474.7630159370765,11.087006170114755,-10.600323907869338,2.078325768642938,0.04773826133884265,-0.04773826133884265,FALSE POSITIVE
725,1.3424131702405964,2456948.3097797064,8.220437149217283,25.17419983174343,2.2333520722609927,0.6501667790155753,-1.0028877144278785,0.12045416384071717,1.3517099542195676,0.19456315120013098,-0.2106315493689137,510.04437275676503,26.295944941612742,-22.685285771107772,1.949611987495595,0.08176323638867833,-0.08176323638867833,FALSE POSITIVE
726,7.795898395284819,2457039.0774224773,1.8655777117656247,56.37879336760326,5.055892743786956,4.5378793367603265,-4.5378793367603265,0.45810603316198373,1.400463130676766,1.0658671527847554,-1.0658671527847554,242.9267045236192,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
727,5.2738097332617,2456839.358303657,3.432756174662936,108.58692265491142,9.68334024654894,3.250874174512784,-3.250874174512784,0.20860364443371893,3.4778639343137088,0.8678381641299604,-0.8678381641299604,1016.4517137840842,52.13634209140743,-51.094610615396235,0.9672369931290241,0.052228960786026214,-0.052228960786026214,FALSE POSITIVE
728,21.757861047734284,2456800.0011039274,4.970078476423762,92.12126491808407,8.179445144880324,5.637816704259599,-5.637979074740558,0.42262770081830103,2.0763496863423003,0.3854328557141522,-0.38541920540049446,389.68959739931955,10.25761921817695,-9.737669345253618,2.6755807401242424,0.06471973154620486,-0.06471973154620486,FALSE POSITIVE
729,3.132168083863081,2456834.3940085354,5.874099941169307,3.9893053708405484,0.35575906408787583,0.23926965399826128,-0.23926965399826128,0.06155452913956237,0.6084680504324383,0.370938195240358,-0.370938195240358,278.2396406809721,7.926694569213984,-7.91848648019349,3.6816685936596762,0.09221794466484277,-0.09221794466484277,FALSE POSITIVE
730,11.2388927199926,2457023.7632622886,2.2414599413249023,29.37662519754448,2.6426262442032615,0.8963508381046003,-0.9189785227596446,0.43911285225004526,0.9564219487551905,0.2159852016891688,-0.2250362755511866,234.61975634187576,8.54279523407386,-7.720373717454207,4.329187814627292,0.12462413129625646,-0.12462413129625646,FALSE POSITIVE
731,13.672773013712877,2456901.706586533,4.896117134132347,25.34766267987243,2.2560891475722973,1.7257063409808338,-1.7266860540150317,0.22201614324714064,0.9693823879147638,0.13928266186443056,-0.13920029843154297,508.5454568559573,16.268844979058432,-14.67119430643141,3.293977939668786,0.08369830066894784,-0.08369830066894784,FALSE POSITIVE
732,3.4002960166827627,2457066.4754695664,0.2459389793750728,37.47328477379776,3.3682710341863213,2.1760206307062533,-2.1760206307062533,0.1449162014227235,1.93338203864893,0.3600888145035883,-0.3600888145035883,553.8952761914776,9.118787706626398,-8.83332172764994,1.7944734069562043,0.029091663978619363,-0.029091663978619363,FALSE POSITIVE
733,8.05790995527435,2457018.7652597893,1.5517728236304782,25.469391773129257,2.2873472870045357,2.395918903083901,-2.395918903083901,0.1606531067621316,1.5791018961673466,0.16873472870045356,-0.16873472870045356,562.4959576392645,7.255806193360495,-7.037659326373738,2.63579301875808,0.03421062674615522,-0.03421062674615522,FALSE POSITIVE
734,2.8152495890528737,2457269.037835575,1.9088557082071649,11.421426174172627,1.0193103442954614,0.5769936387308081,-0.5036893200887065,0.3945272512296142,0.26047204552030023,0.040150000000000005,-0.04,144.36307262648137,3.6877308315168853,-3.4847961145721573,7.056669351590386,0.15327591324061782,-0.15327591324061782,FALSE POSITIVE
735,6.680061877126242,2457043.574832827,1.8259634629772852,59.67266106064702,5.348680983168624,4.867266106064703,-4.867266106064703,0.4416366946967649,1.5011090879642146,1.1555335510953912,-1.1555335510953912,245.94443630839612,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
736,8.5730128766001,2456898.857238088,4.755604031417238,20.54844755192678,1.830827432113511,0.7911713925468793,-0.7925924973126257,0.19589258048883856,0.8654818542169715,0.08489568011809809,-0.08477620935174701,490.8821187451095,22.65551183257249,-20.35158491302357,2.628564288356891,0.09995618615575451,-0.09995618615575451,FALSE POSITIVE
737,10.248427592939048,2456841.808507461,3.476831106755526,132.90687454315906,11.833772985440548,3.778874045036841,-4.284155533777631,0.3192925659337392,4.052231930175963,0.8243008455111803,-0.8224634582793956,853.7877986167293,43.399301944090425,-42.96889398504486,1.1588029975256267,0.05336765255884038,-0.05336765255884038,FALSE POSITIVE
738,1.2551647482043173,2456803.2241803184,6.607535408818823,6.663597573155968,0.594315294610186,0.014469108836716834,-0.014750857229469701,0.09356571564604432,0.5042341373930999,0.024023949402391713,-0.024000263114644517,298.7286426158739,8.855836154015257,-8.85109889646582,3.5081802395228436,0.0993223548946294,-0.0993223548946294,FALSE POSITIVE
