kepid,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
2389,8.70179611,138.24633,2454971.246,0.045,0.402,-0.045,3.048,0.21,-0.21,304.0,28.3,-28.3,0.015641,0.001,-0.000833,2.711,0.25794,-1.41512,1.37,0.22,-0.14,0.0777,89.88,750.0,74.58,41.79,-22.47,22.14,2.1,-2.1,0.2043,0.4966,3.7869122,10.92455,11.8,3,128.0,0.3205,5295.0,185.0,-185.0,4.548,0.052,-0.097,0.8,0.133,-0.082,0.825,0.096,-0.078,0.082,CONFIRMED
2390,7.170710381,176.666844,2455009.667,0.188,0.237,-0.188,2.9225,0.0301,-0.0301,863.0,10.5,-10.5,0.026573,0.00059,-0.000372,2.49433,0.17709,-0.66654,2.73,0.32,-0.26,0.0699,89.43,890.0,148.09,51.74,-35.38,18.93,1.3,-1.3,0.2327,0.4526,13.1809635,104.67581,89.3,2,152.0,0.5934,5497.0,109.0,-98.0,4.437,0.09,-0.09,0.941,0.11,-0.09,0.884,0.066,-0.044,0.649,CONFIRMED
2391,1.872421727,134.366162,2454967.366,0.917,0.016,-0.018,1.5261,0.0257,-0.0257,3020.0,32.6,-32.6,0.062711,0.00253,-0.000468,0.72713,0.16141,-0.16947,5.65,0.81,-0.73,0.0271,79.7,1298.0,672.92,315.81,-220.05,5.13,1.1,-1.1,0.2175,0.4767,11.546576,137.55992,179.0,1,711.0,0.8991,5337.0,159.0,-159.0,4.486,0.105,-0.105,0.825,0.118,-0.106,0.76,0.113,-0.052,0.0,FALSE POSITIVE
2392,28.51117639,187.363955,2455020.364,0.77,0.006,-0.557,4.5941,0.0706,-0.0706,1840.0,14.7,-14.7,0.04343,0.000791,-0.00433,0.86664,1.78215,-0.27827,3.27,0.19,-0.13,0.165,88.68,423.0,7.55,1.57,-1.13,33.4,13.7,-13.7,0.1082,0.627,26.702084,132.19527,145.5,1,47.0,0.8642,4687.0,93.0,-93.0,4.627,0.015,-0.039,0.69,0.039,-0.028,0.748,0.032,-0.043,0.461,CONFIRMED
2393,127.2824442,163.89,2454996.89,0.827,0.009,-0.011,7.1545,0.0744,-0.0744,8090.0,62.6,-62.6,0.093207,0.000529,-0.00104,1.06975,0.07479,-0.08104,12.04,1.87,-2.06,0.4913,89.51,392.0,5.61,2.49,-2.03,97.12,6.8,-6.8,0.2602,0.4096,46.034946,116.552216,148.1,2,11.0,0.3049,5733.0,115.0,-104.0,4.281,0.143,-0.104,1.183,0.184,-0.202,0.974,0.079,-0.065,0.0,CONFIRMED
2394,29.74454668,172.386652,2455005.387,0.337,0.012,-0.015,23.2842,0.0537,-0.0537,66900.0,103.0,-103.0,0.233128,0.000435,-0.000497,0.03339,0.0005,-0.00049,20.06,1.58,-1.58,0.1773,88.34,455.0,10.1,3.54,-2.65,11.602,0.174,-0.174,0.1405,0.5896,1381.6138,5430.748,765.0,1,47.0,0.0,4889.0,186.0,-169.0,4.569,0.036,-0.054,0.788,0.062,-0.062,0.839,0.047,-0.073,0.0,FALSE POSITIVE
2395,0.54624855,178.5614,2455011.561,1.215,1.07,-0.006,2.0543,0.0732,-0.0732,640.0,18.6,-18.6,0.242745,1.06,-0.00095,0.15067,0.58731,-0.04852,18.93,3.18,-1.46,0.0121,24.42,1837.0,2677.36,1432.81,-657.57,1.334,0.65,-0.65,0.2665,0.398,3.8700705,11.876604,42.9,1,2385.0,0.9186,5414.0,162.0,-162.0,4.625,0.035,-0.105,0.714,0.12,-0.055,0.792,0.082,-0.082,0.0,FALSE POSITIVE
2396,1.73513619,135.060047,2454968.06,0.045,0.192,-0.045,2.2741,0.00554,-0.00554,953.0,2.3,-2.3,0.027957,0.000181,-6.5e-05,1.36796,0.00537,-0.2376,3.27,0.54,-0.33,0.0286,89.57,1554.0,1372.87,628.45,-350.48,6.0158,0.0236,-0.0236,0.2555,0.4191,25.635942,432.8909,473.2,2,772.0,1.0,5751.0,103.0,-114.0,4.391,0.08,-0.12,1.071,0.177,-0.109,1.028,0.074,-0.067,0.0,CONFIRMED
2397,16.29421371,143.1937219,2454976.194,0.612,0.003,-0.001,6.01687,0.00039,-0.00039,174000.0,29.6,-29.6,0.413232,0.000622,-0.000562,1.30728,0.00221,-0.00663,68.05,13.6,-12.4,0.1322,88.67,929.0,176.22,89.62,-64.16,26.375,0.0446,-0.0446,0.305,0.3201,1771.2892,10354.355,7486.2,1,82.0,0.9943,6237.0,74.0,-80.0,4.145,0.154,-0.126,1.508,0.301,-0.274,1.156,0.127,-0.074,0.0,FALSE POSITIVE
2398,561.08191,133.5178,2454966.518,0.4298,0.042,-0.4293,14.94,7.3,-7.3,229.0,46.3,-46.3,0.014082,0.000995,-0.00214,1.09934,63.05154,-1.06413,1.93,1.04,-0.35,1.3583,89.95,255.0,1.0,1.61,-0.41,263.0,131.0,-131.0,0.2906,0.3544,6.2135533,24.499257999999998,9.8,1,164.0,0.4679,6014.0,148.0,-177.0,4.264,0.157,-0.282,1.258,0.675,-0.233,1.06,0.251,-0.126,0.888,FALSE POSITIVE
2399,0.566812588,131.79719,2454964.797,0.079,0.406,-0.079,3.596,0.249,-0.249,17.1,1.5,-1.5,0.003804,0.00037,-5.1e-05,0.14743,0.0023,-0.06048,0.71,0.14,-0.23,0.0134,86.68,3089.0,21653.56,12505.91,-12880.18,1.3579,0.0212,-0.0212,0.2998,0.3069,3.517721,9.616937,17.5,1,2368.0,0.4407,6194.0,167.0,-167.0,3.971,0.287,-0.123,1.718,0.328,-0.563,1.008,0.165,-0.135,0.0,FALSE POSITIVE
2400,3.671661096,132.0909174,2454965.091,0.923,0.001,0.0,4.29947,0.00188,-0.00188,129000.0,12.2,-12.2,0.499517,0.000845,-0.000517,0.66416,0.00039,-0.0054,105.82,28.4,-34.6,0.0526,83.2,1967.0,3539.43,2821.12,-2192.41,7.79316,0.00458,-0.00458,0.3287,0.2412,1928.32,14969.1,3152.6,1,365.0,0.0,7343.0,207.0,-311.0,4.02,0.273,-0.147,1.94,0.52,-0.635,1.436,0.21,-0.257,0.0,FALSE POSITIVE
2401,0.73975345,131.81739,2454964.817,0.525,0.622,-0.462,4.2,1.7,-1.7,482.0,40.3,-40.3,0.020433,0.157,-0.0177,0.09411,0.01118,-0.04307,2.09,0.42,-0.25,0.0153,67.89,1818.0,2580.0,1673.26,-805.88,1.396,0.166,-0.166,0.186,0.5256,3.3625276,10.834319,86.2,1,1810.0,1.0,5271.0,174.0,-158.0,4.436,0.104,-0.156,0.935,0.19,-0.111,0.869,0.082,-0.068,0.0,FALSE POSITIVE
2402,3.053578643,133.878843,2454966.879,1.11,0.025,-0.027,3.22884,0.00541,-0.00541,52900.0,96.7,-96.7,0.453323,0.02,-0.023,0.66341,0.00694,-0.00872,35.35,6.08,-2.83,0.038,80.73,1035.0,271.46,161.69,-71.76,6.8894,0.0721,-0.0721,0.2665,0.398,181.4957,2040.3453,661.4,1,374.0,-1.0,5414.0,206.0,-187.0,4.625,0.035,-0.105,0.714,0.123,-0.057,0.792,0.084,-0.084,0.0,FALSE POSITIVE
2403,0.77544539,132.072938,2454965.073,1.272,1.84,-0.126,1.8764,0.0146,-0.0146,6790.0,41.2,-41.2,0.376097,1.84,-0.115,0.29502,1.51962,-0.03808,35.53,11.3,-3.74,0.0163,52.88,1883.0,2974.07,2868.98,-910.38,2.109,0.987,-0.987,0.2711,0.3858,69.53348,681.10565,205.1,1,1463.0,0.1628,5861.0,186.0,-206.0,4.546,0.037,-0.213,0.865,0.274,-0.091,0.957,0.108,-0.12,0.0,FALSE POSITIVE
2404,36.2671673,155.0813,2454988.081,0.214,0.243,-0.214,2.065,0.254,-0.254,627.0,78.3,-78.3,0.022172,0.00203,-0.00145,34.69388,13.11193,-21.13275,1.5,0.1,-0.15,0.1817,89.91,347.0,3.44,0.94,-0.97,134.1,50.7,-50.7,0.101,0.6443,3.0164852,7.4721065,10.0,1,39.0,0.6207,4264.0,128.0,-128.0,4.637,0.053,-0.021,0.62,0.039,-0.062,0.607,0.067,-0.05,0.0,FALSE POSITIVE
2405,2.97601892,132.96926,2454965.969,1.176,3.294,-0.105,5.5,0.214,-0.214,306.0,10.3,-10.3,0.19443,3.21,-0.0994,0.00676,0.20943,-0.00122,164.46,4.91,-44.2,0.0508,36.8,2799.0,14524.05,1798.08,-7758.38,1.468,0.734,-0.734,0.229,0.4605,3.3625894,18.972626,35.3,1,393.0,0.1135,5140.0,75.0,-175.0,2.955,0.03,-0.03,7.746,0.231,-2.08,1.975,0.099,-0.938,0.0,FALSE POSITIVE
2406,1.65320144,132.40988,2454965.41,0.148,0.399,-0.148,1.525,0.536,-0.536,132.0,31.1,-31.1,0.010218,0.00351,-0.00495,3.95067,43.61094,-3.8625,0.74,0.06,-0.07,0.0237,88.98,1059.0,296.8,87.47,-78.07,8.3,4.0,-4.0,0.0775,0.666,3.34722,8.309123,6.7,1,403.0,0.0981,4544.0,123.0,-136.0,4.609,0.056,-0.024,0.661,0.052,-0.058,0.647,0.071,-0.051,0.0,FALSE POSITIVE
2407,65.238281,158.9557,2454991.956,0.1471,0.3348,-0.1471,5.756,0.475,-0.475,197.0,20.0,-20.0,0.012604,0.000907,-0.000681,2.90202,0.66734,-1.49023,5.18,2.14,-2.21,0.3753,89.95,734.0,68.49,85.1,-49.2,86.8,19.9,-19.9,0.2068,0.4959,6.2135533,24.499257999999998,10.3,1,164.0,0.4679,5254.0,153.0,-201.0,3.506,0.349,-0.259,3.761,1.557,-1.603,1.653,0.346,-0.659,0.0,FALSE POSITIVE
2408,0.691561191,131.6477,2454964.648,1.0183,0.0048,-0.6841,5.23,0.686,-0.686,1900.0,147.0,-147.0,0.092307,0.00491,-0.0464,0.05598,0.10882,-0.00717,5.91,0.62,-0.43,0.0128,24.64,1460.0,1074.31,472.57,-271.3,1.123,0.546,-0.546,0.2026,0.5034,15.894774,8.084198,3.4,1,546.0,0.4679,4892.0,204.0,-171.0,4.669,0.052,-0.052,0.586,0.062,-0.042,0.583,0.056,-0.025,0.001,FALSE POSITIVE
2409,25.7626846,147.6963,2454980.696,0.327,0.124,-0.327,6.908,0.118,-0.118,620.0,17.1,-17.1,0.022795,0.000463,-0.000707,0.60038,0.15366,-0.10608,2.66,0.43,-0.27,0.1709,89.32,633.0,37.99,16.22,-9.03,27.62,7.1,-7.1,0.2602,0.4096,7.1706915,33.93693,38.0,2,47.0,0.8467,5739.0,78.0,-86.0,4.381,0.095,-0.116,1.069,0.174,-0.107,1.002,0.068,-0.056,0.695,CONFIRMED
2410,15.77980122,175.96934,2455008.969,0.025,0.413,-0.025,4.0369,0.074,-0.074,541.0,15.8,-15.8,0.02126,0.000686,-0.000341,2.15415,0.12991,-0.65146,2.11,0.62,-0.2,0.1232,89.95,713.0,60.96,52.21,-17.01,30.49,1.8,-1.8,0.2889,0.3511,8.789485,33.72235,39.4,1,86.0,0.5082,5941.0,160.0,-178.0,4.519,0.048,-0.204,0.911,0.266,-0.089,1.001,0.122,-0.122,0.347,CONFIRMED
2411,1.061008464,132.5213941,2454965.521,0.477,0.015,-0.01,2.8029,0.0021,-0.0021,409000.0,220.0,-220.0,0.657162,0.00437,-0.00794,1.75206,0.04518,-0.03781,32.58,2.8,-5.17,0.0158,84.19,1002.0,238.59,73.69,-92.34,4.707,0.121,-0.121,0.4016,0.2206,1848.1162,20016.305,997.7,1,1266.0,0.0,4239.0,112.0,-150.0,4.793,0.091,-0.039,0.454,0.039,-0.072,0.466,0.036,-0.054,0.0,FALSE POSITIVE
2412,13.7872627,144.77403,2454977.774,0.921,0.027,-0.659,5.747,0.134,-0.134,75.1,3.6,-3.6,0.009753,3.6e-05,-0.00185,0.04456,0.55579,-0.01519,1.55,0.29,-0.41,0.1151,83.09,894.0,150.64,71.35,-73.09,7.65,3.8,-3.8,0.257,0.4213,4.1894684,16.214994,23.9,1,98.0,0.1556,5691.0,77.0,-77.0,4.139,0.231,-0.116,1.458,0.265,-0.383,1.068,0.093,-0.076,0.003,CONFIRMED
2413,15.8733803,135.62779,2454968.628,0.919,0.003,-0.004,7.4672,0.0756,-0.0756,4090.0,42.2,-42.2,0.070791,0.000499,-0.000726,0.05452,0.00284,-0.00278,8.15,2.32,-1.9,0.1131,84.13,830.0,111.99,96.21,-53.69,8.988,0.468,-0.468,0.3041,0.2913,285.5895,977.96655,136.5,1,83.0,0.3122,6161.0,184.0,-184.0,4.276,0.282,-0.212,1.054,0.301,-0.246,0.763,0.102,-0.032,0.0,FALSE POSITIVE
2414,1.78752921,132.4646,2454965.465,0.064,0.464,-0.064,5.315,0.189,-0.189,62.9,4.2,-4.2,0.007309,0.00026,-0.000409,0.11019,0.0421,-0.0837,5.86,1.53,-2.85,0.0377,88.62,3868.0,52997.01,40149.91,-40621.66,2.65,1.0,-1.0,0.2977,0.3091,3.8581834,10.178919,16.0,1,604.0,0.8775,6286.0,157.0,-188.0,3.056,0.435,-0.145,7.342,1.923,-3.572,2.233,0.311,-0.673,0.0,FALSE POSITIVE
2415,10.7769944,140.2902,2454973.29,0.069,0.381,-0.069,2.616,0.235,-0.235,186.0,19.5,-19.5,0.012328,0.00084,-0.00073,5.23259,1.24433,-2.73627,1.15,0.25,-0.17,0.0871,89.87,752.0,75.83,51.67,-27.16,31.79,7.6,-7.6,0.2521,0.421,3.997784,11.672962,11.3,1,122.0,0.3472,5455.0,162.0,-162.0,4.457,0.124,-0.17,0.852,0.19,-0.127,0.759,0.122,-0.052,0.567,CONFIRMED
2416,1.570919281,132.47362,2454965.474,1.083,0.1,-0.083,3.2232,0.0141,-0.0141,65100.0,238.0,-238.0,0.465884,0.0785,-0.0696,0.44687,0.0176,-0.02606,59.12,18.5,-9.92,0.0268,73.78,1797.0,2473.29,2346.12,-1008.02,3.877,0.153,-0.153,0.302,0.319,317.9852,2525.8513,316.9,1,863.0,0.0149,6192.0,194.0,-237.0,4.326,0.128,-0.208,1.162,0.363,-0.195,1.04,0.168,-0.122,0.0,FALSE POSITIVE
2417,367.72767,265.14033,2455098.14,0.2729,0.2017,-0.2728,3.104,0.572,-0.572,926.0,182.0,-182.0,0.027335,0.00401,-0.0024,100.71934,107.54756,-98.74473,1.96,0.26,-0.15,0.8925,89.95,184.0,0.27,0.12,-0.06,896.0,319.0,-319.0,0.161,0.5565,6.2135533,24.499257999999998,5.8,1,164.0,0.4679,4869.0,145.0,-134.0,4.648,0.033,-0.071,0.657,0.088,-0.049,0.703,0.075,-0.069,0.0,FALSE POSITIVE
2418,21.05647572,171.133613,2455004.134,0.938,0.001,-0.655,1.238,0.0732,-0.0732,1290.0,33.2,-33.2,0.041349,0.000584,-0.00741,8.65268,151.91348,-0.85512,5.05,0.86,-0.43,0.154,89.09,732.0,67.74,31.94,-15.84,58.8,28.7,-28.7,0.3029,0.3239,11.144248,46.813686,52.1,1,61.0,0.855,6156.0,110.0,-135.0,4.381,0.054,-0.126,1.118,0.191,-0.095,1.092,0.089,-0.073,0.111,FALSE POSITIVE
2419,3.78402867,133.28133,2454966.281,0.691,0.216,-0.466,1.9012,0.0678,-0.0678,426.0,18.4,-18.4,0.020134,0.00351,-0.00155,1.98179,2.81871,-1.62532,1.7,0.25,-0.12,0.0452,86.54,949.0,191.78,90.15,-45.54,11.45,5.4,-5.4,0.1959,0.5086,4.1183877,23.37084,25.6,3,330.0,0.4129,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.775,0.111,-0.056,0.869,0.064,-0.092,0.17,CONFIRMED
2420,7.334073405,137.1334748,2454970.133,0.559,0.175,-0.178,2.7308,0.109,-0.109,327.0,19.4,-19.4,0.01718,0.0,0.0,1.87122,0.0,0.0,1.42,0.32,-0.1,0.0697,88.17,870.0,135.81,87.91,-31.66,17.457658,2.1,-2.1,0.3065,0.299,14.1482,21.845173,2.6,2,172.0,0.3295,5985.0,143.0,-161.0,4.603,0.028,-0.161,0.758,0.17,-0.057,0.846,0.071,-0.087,0.0,FALSE POSITIVE
2421,41.86539723,161.17679,2454994.177,1.286,6.552,-0.11,6.663,0.0789,-0.0789,4310.0,49.6,-49.6,0.361885,6.53,-0.102,0.10699,0.9535,-0.0095,31.14,7.39,-2.45,0.2253,86.57,500.0,14.79,10.41,-3.67,21.5,10.6,-10.6,0.2979,0.3238,40.63384,133.67902,103.4,1,32.0,0.8742,6063.0,164.0,-182.0,4.584,0.033,-0.176,0.788,0.187,-0.062,0.874,0.072,-0.099,0.0,FALSE POSITIVE
2422,8.21429932,135.00609,2454968.006,0.667,0.284,-0.457,3.099,0.139,-0.139,70.7,4.3,-4.3,0.008153,0.00177,-0.000468,1.00818,1.24642,-0.88629,1.66,0.36,-0.52,0.0832,87.5,1312.0,701.11,446.57,-408.62,15.32,6.3,-6.3,0.3036,0.3098,5.343856,15.9753275,19.7,1,164.0,0.399,6277.0,174.0,-174.0,3.951,0.273,-0.117,1.869,0.395,-0.592,1.138,0.21,-0.172,0.0,FALSE POSITIVE
2423,14.85441567,136.5597829,2454969.56,0.57,0.006,0.0,5.13753,0.00145,-0.00145,77400.0,35.0,-35.0,0.266744,0.000258,-0.000311,1.34073,0.00082,-0.02337,29.77,10.2,-3.41,0.1206,88.69,798.0,95.83,97.17,-29.77,25.0072,0.0153,-0.0153,0.3032,0.3147,659.545,3942.5735,2822.1,1,88.0,0.0,6214.0,175.0,-197.0,4.444,0.07,-0.224,1.022,0.35,-0.117,1.051,0.159,-0.13,0.0,FALSE POSITIVE
2424,5.75321539,136.75617,2454969.756,0.921,0.017,-0.666,1.7948,0.048,-0.048,734.0,28.1,-28.1,0.03095,1.4e-05,-0.00622,0.84337,11.61531,-0.20556,3.14,0.77,-0.26,0.0633,85.36,920.0,169.44,130.41,-43.04,11.38,5.6,-5.6,0.2111,0.4955,5.088588,30.750694,31.8,1,186.0,0.2449,5445.0,180.0,-164.0,4.51,0.033,-0.176,0.929,0.229,-0.076,1.017,0.074,-0.101,0.006,CONFIRMED
2425,2.361724472,133.23932,2454966.239,0.009,0.457,-0.009,1.2167,0.0423,-0.0423,587.0,19.9,-19.9,0.021561,0.00091,-0.00063,11.81578,0.53863,-5.06748,1.53,0.11,-0.14,0.0299,89.97,922.0,170.59,49.25,-46.39,15.16,0.691,-0.691,0.0775,0.666,4.111171,25.818338,34.6,2,569.0,0.6058,4478.0,133.0,-133.0,4.615,0.052,-0.024,0.651,0.046,-0.061,0.637,0.07,-0.051,0.018,CONFIRMED
2426,22.16127178,148.46378,2454981.464,1.277,6.814,-0.41,3.699,0.0868,-0.0868,5260.0,110.0,-110.0,0.364388,6.79,-0.398,0.40963,4.17341,-0.04237,69.44,14.8,-22.1,0.1534,86.67,877.0,139.67,89.23,-80.49,22.0,10.7,-10.7,0.2946,0.3268,75.379135,408.60593,56.6,1,59.0,0.6223,5893.0,162.0,-133.0,3.945,0.315,-0.105,1.745,0.371,-0.556,0.979,0.155,-0.113,0.0,FALSE POSITIVE
2427,4.286866229,138.614882,2454971.615,0.757,0.018,-0.384,4.4726,0.0748,-0.0748,1320.0,9.9,-9.9,0.036172,3.3e-05,-0.00252,0.14938,0.2408,-0.03371,4.14,1.31,-0.43,0.0535,81.72,1217.0,517.66,482.82,-158.26,5.25,2.1,-2.1,0.302,0.319,11.960636,101.53744,167.3,1,316.0,0.7105,6228.0,172.0,-216.0,4.441,0.052,-0.208,1.049,0.332,-0.111,1.107,0.141,-0.155,0.047,CONFIRMED
2428,3.4815917,132.98828,2454965.988,0.076,0.378,-0.076,1.8069,0.0747,-0.0747,135.0,6.8,-6.8,0.010446,0.000529,-0.000289,5.1037,0.28648,-2.26044,1.17,0.14,-0.15,0.0435,89.71,1156.0,421.61,157.19,-122.21,14.843,0.833,-0.833,0.224,0.4695,3.2605143,19.787588,23.4,1,387.0,0.4146,5405.0,108.0,-97.0,4.374,0.121,-0.088,1.022,0.129,-0.129,0.902,0.061,-0.038,0.641,CONFIRMED
2429,41.6977582,134.24608,2454967.246,0.018,0.377,-0.018,5.513,0.112,-0.112,685.0,28.6,-28.6,0.02375,0.000837,-0.000529,2.25165,0.13664,-0.59538,2.26,0.6,-0.21,0.233,89.98,488.0,13.45,10.62,-3.57,59.15,3.6,-3.6,0.2676,0.3928,6.0665307,22.457796,27.7,1,34.0,0.3475,5730.0,153.0,-170.0,4.545,0.035,-0.184,0.87,0.234,-0.078,0.968,0.106,-0.116,0.882,CONFIRMED
2430,4.468456599,138.741584,2454971.742,1.207,64.53,-0.001,1.4195,0.058,-0.058,907.0,29.2,-29.2,0.241233,64.5,-0.000841,0.33821,525.47375,-0.0659,24.81,7.2,-2.39,0.0541,80.21,1081.0,321.94,267.38,-93.71,7.09,3.5,-3.5,0.2602,0.4096,10.271428,56.467857,39.1,2,233.0,0.0,5869.0,142.0,-203.0,4.513,0.036,-0.204,0.942,0.273,-0.091,1.054,0.112,-0.137,0.0,FALSE POSITIVE
2431,18.52591745,144.1948764,2454977.195,0.415,0.005,-0.006,5.9056,0.0031,-0.0031,456000.0,186.0,-186.0,0.665088,0.00177,-0.0031,3.18436,0.02313,-0.01801,64.42,15.5,-5.52,0.1361,89.38,618.0,34.58,25.93,-8.97,38.658,0.281,-0.281,0.224,0.4695,2410.0793,12773.515,2246.9,1,0.0,-1.0,5492.0,180.0,-164.0,4.533,0.044,-0.176,0.887,0.213,-0.076,0.978,0.074,-0.101,0.0,FALSE POSITIVE
2432,7.40742502,355.49652,2455188.497,0.03,0.401,-0.03,3.675,0.101,-0.101,442.0,21.0,-21.0,0.01917,0.000799,-0.000495,1.33381,0.07746,-0.4823,2.01,0.62,-0.21,0.0745,89.89,938.0,183.15,171.57,-55.16,15.698,0.912,-0.912,0.2889,0.3511,3.9869747,19.42022,23.1,1,151.0,0.5609,5922.0,184.0,-205.0,4.474,0.054,-0.216,0.961,0.297,-0.099,1.002,0.14,-0.127,0.943,CONFIRMED
2433,25.2100146,154.41122,2454987.411,0.771,0.201,-0.554,6.553,0.194,-0.194,62.1,3.4,-3.4,0.007878,0.00196,-0.000685,0.20773,0.49052,-0.19595,0.95,0.04,-0.03,0.1626,87.69,691.0,54.06,7.35,-7.34,19.11,9.0,-9.0,0.2965,0.3342,3.886533,9.88221,18.8,4,43.0,0.454,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,0.902,0.043,-0.049,0.001,CONFIRMED
2434,4.79090809,136.31106,2454969.311,0.11,0.342,-0.11,2.603,0.11,-0.11,251.0,13.2,-13.2,0.014349,0.000597,-0.000504,2.35518,0.99835,-0.81528,1.36,0.14,-0.12,0.0525,89.55,990.0,227.24,71.98,-51.99,14.19,6.0,-6.0,0.2434,0.4341,3.2894669,16.134592,21.2,4,242.0,0.2029,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,0.841,0.06,-0.043,0.945,CONFIRMED
2435,5.81289843,131.5613,2454964.561,0.499,0.458,-0.293,3.979,0.415,-0.415,76.3,10.6,-10.6,0.008221,0.000716,-0.000519,0.5273,1.02429,-0.08435,0.93,0.3,-0.12,0.0636,87.08,1102.0,348.61,321.65,-120.45,9.8,4.8,-4.8,0.3032,0.3147,3.3659368,8.515034,9.5,1,232.0,0.0246,6175.0,168.0,-205.0,4.41,0.087,-0.203,1.041,0.327,-0.14,1.013,0.159,-0.116,0.0,FALSE POSITIVE
2436,7.143708297,137.8041949,2454970.804,0.162,0.019,-0.009,5.83451,0.00299,-0.00299,203000.0,106.0,-106.0,0.413415,0.000386,-1.9e-05,0.84484,0.00345,-0.00934,44.78,12.6,-7.81,0.0694,89.3,943.0,187.0,154.88,-72.7,13.16,0.0537,-0.0537,0.2676,0.3928,1752.3062,15515.924,2368.6,1,190.0,-1.0,5655.0,152.0,-152.0,4.386,0.132,-0.182,0.992,0.28,-0.173,0.873,0.123,-0.076,0.0,FALSE POSITIVE
2437,17.51191534,134.39065,2454967.391,0.008,0.929,-0.008,5.678,0.918,-0.918,729.0,42.2,-42.2,0.023076,0.0347,-0.00109,0.86473,0.25164,-0.75306,52.64,26.7,-11.4,0.1308,89.98,2246.0,6014.16,9891.63,-2666.95,24.11,7.0,-7.0,-0.0124,0.8165,37.975388,186.12543,41.0,1,64.0,0.7566,4029.0,157.0,-96.0,1.786,0.255,-0.255,20.888,10.581,-4.535,0.972,0.497,-0.026,0.0,FALSE POSITIVE
2438,14.13175309,142.26044,2454975.26,0.848,0.015,-0.585,4.0136,0.0822,-0.0822,1030.0,29.7,-29.7,0.033654,0.000337,-0.00403,0.38335,1.68532,-0.16765,3.02,0.76,-0.25,0.1106,86.95,675.0,49.18,37.58,-12.66,15.94,7.8,-7.8,0.2434,0.4341,5.5979056,33.003277,40.1,1,95.0,0.1619,5616.0,169.0,-169.0,4.564,0.031,-0.168,0.822,0.207,-0.069,0.907,0.095,-0.104,0.0,CONFIRMED
2439,1.12976597,132.526,2454965.526,0.338,0.13,-0.338,3.096,0.343,-0.343,134.0,12.8,-12.8,0.010587,0.000822,-0.00043,0.30273,0.22217,-0.15883,0.83,0.13,-0.06,0.0196,82.9,1429.0,987.44,505.52,-235.23,2.73,1.0,-1.0,0.2337,0.4535,3.9273322,13.042287,14.3,1,951.0,0.5838,5366.0,160.0,-160.0,4.625,0.032,-0.097,0.715,0.114,-0.052,0.793,0.076,-0.084,0.0,FALSE POSITIVE
2440,8.43639829,179.88704,2455012.887,0.51,0.027,-0.415,3.2451,0.0345,-0.0345,346.0,5.1,-5.1,0.017275,0.00168,-0.000554,1.42401,0.61936,-0.78736,1.5,0.1,-0.08,0.0757,88.33,742.0,71.51,16.51,-12.46,17.5,7.6,-7.6,0.1959,0.5086,8.960389,61.167633,76.8,2,156.0,0.0241,5188.0,103.0,-103.0,4.547,0.04,-0.05,0.795,0.053,-0.043,0.814,0.046,-0.046,0.743,CONFIRMED
2441,245.4382021,361.302835,2455194.303,1.001,0.022,-0.02,14.502,0.037,-0.037,11300.0,19.8,-19.8,0.177328,0.016,-0.0143,0.1611,0.00367,-0.00641,19.17,5.21,-3.47,0.731,89.28,289.0,1.66,1.39,-0.69,80.05,1.8,-1.8,0.2676,0.3928,271.0398,571.74677,844.7,1,6.0,0.3423,5637.0,186.0,-186.0,4.383,0.153,-0.187,0.99,0.269,-0.179,0.866,0.125,-0.073,0.907,FALSE POSITIVE
2442,3.471399214,133.7510303,2454966.751,1.014,0.025,-0.017,5.07707,0.00142,-0.00142,92300.0,16.7,-16.7,0.485917,0.0161,-0.0168,0.30566,0.0015,-0.00419,89.62,24.6,-30.0,0.0492,79.92,1558.0,1390.76,1150.73,-853.21,5.796,0.0284,-0.0284,0.2845,0.3747,2224.5803,16176.761,3230.4,1,382.0,0.0,6026.0,181.0,-199.0,4.101,0.258,-0.172,1.689,0.463,-0.566,1.315,0.171,-0.235,0.0,FALSE POSITIVE
